key_0,business_code,cust_number,name_customer,Predicted_payment_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,delay_bucket
43347,U001,20096702,Spectrum Technologies,2020-01-18,2020.0,193298315.0,2019-07-27,2019-12-24,2019-07-15,2019-10-03,USD,RV,1.0,26454.6,2019-02-26,Prescription,193298315.0,1,107,more than 100 days of delay
43351,U013,20070671,Spectrum Technologies,2019-04-26,2020.0,191320333.0,2019-11-01,2020-02-07,2019-08-21,2019-04-09,USD,RV,1.0,258073.11,2019-12-24,Licencing,191320333.0,0,17,15 to 30 days of delay
43355,U002,20087308,Titanium Technologies,2019-12-14,2020.0,191041520.0,2020-03-01,2019-11-21,2020-02-17,2020-01-20,USD,RV,1.0,8456.9,2019-04-09,N60,191041520.0,1,-37,no delay
43359,U013,20064085,Pinnacle Manufacturing,2019-05-06,2019.0,195273803.0,2019-06-09,2019-07-12,2020-01-05,2020-01-29,CAD,RV,1.0,97724.99,2019-06-13,In Advance,195273803.0,0,-268,no delay
43363,CA02,20050868,Fusion Enterprises,2019-01-15,2020.0,191290370.0,2019-04-13,2020-01-14,2019-06-03,2019-03-26,CAD,RV,1.0,185231.89,2019-12-08,Out-of-Pocket,191290370.0,1,-70,no delay
43367,U013,20048489,Fusion Enterprises,2019-08-24,2020.0,191253908.0,2020-05-04,2020-02-25,2019-08-04,2019-07-24,CAD,RV,1.0,4959.26,2019-05-01,Post-Payment,191253908.0,1,31,30 to 45 days of delay
43371,U001,20014165,Apex Enterprises,2019-11-29,2020.0,191095755.0,2019-06-03,2020-03-08,2019-10-08,2019-04-26,USD,RV,1.0,56567.05,2019-08-27,N60,191095755.0,1,217,more than 100 days of delay
43375,U005,20052840,Global Nexus,2019-04-12,2019.0,198935356.0,2019-09-21,2020-02-05,2019-10-14,2019-02-06,USD,RV,1.0,7374.42,2019-04-14,Net 7,198935356.0,1,65,60 to 100 days of delay
43379,U007,20095967,Vanguard Ventures,2019-11-09,2019.0,191407731.0,2020-02-15,2019-04-09,2019-07-11,2019-07-23,CAD,RV,1.0,968680.67,2020-05-18,PID,191407731.0,0,109,more than 100 days of delay
43383,U001,20020216,Alliance Enterprises,2019-12-17,2019.0,195240116.0,2020-01-31,2019-01-28,2019-05-26,2019-07-08,USD,RV,1.0,4900.42,2020-04-26,Immediate,195240116.0,0,162,more than 100 days of delay
43387,U001,20023383,Zenith Industries,2020-01-26,2019.0,198390092.0,2019-07-24,2020-04-24,2019-09-08,2019-11-03,CAD,RV,1.0,2981.33,2019-08-25,45 Prox,198390092.0,1,84,60 to 100 days of delay
43391,U013,20034945,Peak Technologies,2019-09-17,2019.0,198004826.0,2019-12-17,2019-07-26,2019-12-20,2019-06-12,USD,RV,1.0,60688.0,2019-04-04,Lease-to-Own,198004826.0,0,97,60 to 100 days of delay
43395,CA02,20001646,Global Nexus,2019-10-31,2020.0,199370348.0,2019-06-17,2019-02-27,2019-03-10,2020-03-13,CAD,RV,1.0,33407.26,2020-02-18,"2/10, Net 30",199370348.0,0,-134,no delay
43399,U013,20004759,Pinnacle Manufacturing,2019-12-26,2019.0,194674118.0,2019-10-11,2019-12-28,2020-04-08,2019-08-17,CAD,RV,1.0,806942.11,2019-06-09,1/90 Prox,194674118.0,1,131,more than 100 days of delay
43403,U002,20045967,Advanced Enterprises,2019-09-07,2020.0,196626059.0,2019-02-10,2019-06-05,2019-04-04,2020-01-12,USD,RV,1.0,63518.29,2020-03-07,Bi-Weekly,196626059.0,1,-127,no delay
43407,U002,20071702,Vertex Solutions Inc.,2019-12-17,2020.0,194138468.0,2019-09-30,2019-08-01,2019-11-29,2020-04-27,CAD,RV,1.0,3452.04,2019-05-11,1/10 Prox,194138468.0,0,-132,no delay
43411,U001,20033316,Synergy Innovations,2019-12-14,2020.0,197947258.0,2020-05-07,2020-03-31,2020-05-16,2019-09-21,CAD,RV,1.0,7571.77,2019-11-28,In Advance,197947258.0,0,84,60 to 100 days of delay
43415,U013,20040212,Cortex Innovations,2019-11-08,2020.0,193747998.0,2020-04-16,2019-02-09,2019-11-05,2020-03-18,USD,RV,1.0,577933.94,2019-09-14,Monthly,193747998.0,1,-131,no delay
43419,U001,20087838,Zenith Industries,2020-02-29,2020.0,191676249.0,2020-04-25,2019-12-01,2019-09-11,2019-10-11,USD,RV,1.0,571392.57,2020-01-24,Post-Payment,191676249.0,0,141,more than 100 days of delay
43423,U001,20016499,Acme Industries,2019-08-21,2019.0,196778200.0,2019-05-23,2019-03-06,2019-11-13,2019-04-20,USD,RV,1.0,32646.97,2019-02-02,60 EOM,196778200.0,0,123,more than 100 days of delay
43427,CA02,20043248,MetroTech Solutions,2019-09-28,2019.0,191753477.0,2020-04-11,2019-08-15,2019-12-23,2020-05-06,USD,RV,1.0,82977.03,2019-08-28,Annually,191753477.0,0,-221,no delay
43431,U007,20032627,NextGen Solutions,2019-08-21,2020.0,197012554.0,2019-09-11,2019-02-26,2019-08-09,2019-08-26,CAD,RV,1.0,18831.45,2020-01-05,PIA,197012554.0,0,-5,no delay
43435,U005,20040070,Synergy Corporations,2019-06-21,2019.0,194973598.0,2019-11-07,2019-04-06,2019-03-15,2019-08-08,CAD,RV,1.0,195526.54,2020-04-08,Semi-Annually,194973598.0,0,-48,no delay
43439,CA02,20028390,Advanced Enterprises,2019-04-13,2020.0,194466663.0,2019-03-09,2020-03-27,2019-03-19,2019-03-14,CAD,RV,1.0,7059.63,2019-07-04,Graduated,194466663.0,0,30,30 to 45 days of delay
43443,U002,20056683,Vanguard Ventures,2019-05-18,2019.0,191449735.0,2020-03-24,2019-05-24,2019-10-17,2019-03-08,USD,RV,1.0,9440.41,2020-05-07,Co-Pay,191449735.0,1,71,60 to 100 days of delay
43447,U013,20001341,OmniTech Solutions,2019-09-12,2019.0,193499597.0,2019-09-15,2019-02-28,2020-03-29,2020-03-28,USD,RV,1.0,60866.13,2019-06-03,"2/10, Net 30",193499597.0,1,-198,no delay
43451,U007,20034561,Spectrum Technologies,2019-05-07,2020.0,191344843.0,2019-09-22,2020-04-21,2019-03-08,2019-04-30,CAD,RV,1.0,160578.59,2020-01-31,Bi-Weekly,191344843.0,1,7,0 to 15 days of delay
43455,CA02,20060155,Innovatech Solutions,2019-12-07,2019.0,194001348.0,2019-09-15,2019-05-14,2019-10-30,2019-09-18,USD,RV,1.0,8386.42,2020-02-12,Due Dates,194001348.0,0,80,60 to 100 days of delay
43459,U005,20074814,Global Tech Solutions,2019-03-25,2019.0,195537537.0,2019-12-12,2020-05-10,2019-04-20,2019-03-27,USD,RV,1.0,5423.84,2020-02-01,Licencing,195537537.0,1,-2,no delay
43463,U001,20063786,Advantage Solutions,2020-01-25,2019.0,194600822.0,2020-03-14,2019-08-10,2019-10-31,2019-12-29,USD,RV,1.0,18328.1,2020-03-23,"2/15, Net 45",194600822.0,0,27,15 to 30 days of delay
43467,CA02,20070207,Summit Technologies,2020-02-16,2019.0,192675154.0,2019-10-07,2019-02-03,2019-01-14,2019-11-02,CAD,RV,1.0,72790.28,2019-04-11,Post-Payment,192675154.0,0,106,more than 100 days of delay
43471,U001,20079747,OmniTech Solutions,2020-04-17,2020.0,192089678.0,2019-03-26,2019-01-16,2019-02-21,2019-10-26,USD,RV,1.0,4563.76,2020-05-05,Consumables,192089678.0,0,174,more than 100 days of delay
43475,U013,20060826,Dynamic Industries,2019-09-10,2019.0,198255589.0,2019-02-01,2020-04-01,2019-07-29,2020-01-06,USD,RV,1.0,45562.1,2019-04-14,90 Prox,198255589.0,0,-118,no delay
43479,U002,20090108,Velocity Solutions,2019-09-04,2019.0,190996846.0,2020-05-17,2019-10-16,2019-04-18,2019-06-08,USD,RV,1.0,2905.37,2020-05-08,Due Upon Receipt,190996846.0,1,88,60 to 100 days of delay
43483,U013,20019481,Ultimate Solutions,2019-10-02,2020.0,193239432.0,2019-02-10,2019-07-28,2019-01-14,2020-04-12,USD,RV,1.0,47600.49,2019-08-12,90 Prox,193239432.0,0,-193,no delay
43487,U002,20099912,OmniTech Solutions,2020-01-15,2020.0,197610340.0,2019-03-30,2019-02-02,2019-06-18,2019-11-12,CAD,RV,1.0,43703.28,2020-02-15,90 EOM,197610340.0,0,64,60 to 100 days of delay
43491,U013,20003099,Prime Innovations,2019-10-15,2019.0,193849935.0,2020-01-30,2020-03-19,2019-11-06,2019-07-05,CAD,RV,1.0,129354.59,2019-06-22,Net 7,193849935.0,0,102,more than 100 days of delay
43495,U013,20068706,Fortune Solutions,2019-06-03,2019.0,195108537.0,2019-03-01,2019-10-09,2020-03-02,2020-01-08,CAD,RV,1.0,4142.37,2019-02-18,End of Month,195108537.0,1,-219,no delay
43499,U013,20073591,Innovatech Solutions,2020-02-17,2020.0,196852830.0,2020-04-15,2019-11-14,2020-01-11,2019-12-21,USD,RV,1.0,979829.28,2019-06-15,Tiered,196852830.0,1,58,45 to 60 days of delay
43503,CA02,20085005,Prime Logistics,2019-09-10,2019.0,192559774.0,2020-02-15,2019-07-15,2019-08-18,2020-02-07,CAD,RV,1.0,4385.27,2019-05-27,Cash,192559774.0,1,-150,no delay
43507,U013,20009302,Zenith Industries,2019-06-02,2020.0,199294855.0,2019-08-01,2019-07-29,2020-03-05,2019-02-11,CAD,RV,1.0,73626.71,2019-05-17,1/90 Prox,199294855.0,0,111,more than 100 days of delay
43511,U001,20088337,Synergy Innovations,2019-08-14,2019.0,192276721.0,2019-04-17,2019-01-17,2019-07-13,2019-03-04,USD,RV,1.0,5488.47,2019-09-14,1/60 Prox,192276721.0,0,163,more than 100 days of delay
43515,U013,20058018,Nexus Networks,2019-12-07,2020.0,192776785.0,2019-04-23,2019-06-07,2020-02-06,2020-03-06,CAD,RV,1.0,495429.84,2020-02-27,N30,192776785.0,0,-90,no delay
43519,U005,20016278,Apex Enterprises,2019-12-01,2020.0,195056312.0,2019-08-30,2019-12-24,2019-05-05,2020-05-14,CAD,RV,1.0,42150.38,2019-04-12,90 EOM,195056312.0,0,-165,no delay
43523,U002,20072483,Velocity Solutions,2018-09-03,2019.0,193169567.0,2020-04-13,2020-01-05,2019-02-13,2019-01-13,USD,RV,1.0,99260.07,2020-03-16,Yearly,193169567.0,0,-132,no delay
43527,CA02,20031634,Titanium Technologies,2019-05-27,2020.0,194610871.0,2019-04-15,2019-11-12,2019-12-05,2019-06-03,USD,RV,1.0,5462.63,2019-12-28,Monthly,194610871.0,0,-7,no delay
43531,U013,20054689,Peak Technologies,2019-05-08,2019.0,195694044.0,2019-11-17,2020-01-20,2019-05-17,2019-02-10,USD,RV,1.0,438023.19,2019-03-19,Bi-Weekly,195694044.0,0,87,60 to 100 days of delay
43535,U001,20018942,Synergy Corporations,2020-02-23,2019.0,192434695.0,2019-04-03,2019-07-13,2019-03-24,2019-08-18,CAD,RV,1.0,388585.28,2019-04-18,Bi-Weekly,192434695.0,0,189,more than 100 days of delay
43539,CA02,20096518,Global Nexus,2020-02-02,2019.0,192100515.0,2020-03-09,2019-12-20,2020-04-24,2020-05-15,CAD,RV,1.0,29855.77,2019-04-30,Subscription,192100515.0,0,-103,no delay
43543,U013,20094502,Optimum Tech Partners,2019-05-13,2020.0,197813357.0,2019-03-18,2019-10-13,2019-01-14,2019-03-17,USD,RV,1.0,39614.13,2019-11-03,PIA,197813357.0,1,57,45 to 60 days of delay
43547,CA02,20045055,Cortex Innovations,2019-10-08,2020.0,194813762.0,2020-04-07,2019-11-22,2019-08-01,2019-09-10,USD,RV,1.0,605918.62,2020-01-10,60 Prox,194813762.0,0,28,15 to 30 days of delay
43551,CA02,20045721,BlueWave Enterprises,2019-10-17,2019.0,194648509.0,2020-01-31,2019-01-26,2019-06-03,2019-08-11,CAD,RV,1.0,4986.8,2019-01-26,1/60 EOM,194648509.0,1,67,60 to 100 days of delay
43555,U002,20033623,Synergy Corporations,2019-12-23,2020.0,191504772.0,2019-06-07,2019-09-29,2019-10-01,2019-08-28,CAD,RV,1.0,97441.3,2019-08-16,Escrow,191504772.0,1,117,more than 100 days of delay
43559,U005,20013942,Fortune Solutions,2019-06-14,2019.0,190302756.0,2020-04-17,2020-02-27,2019-05-31,2019-02-08,CAD,RV,1.0,37488.63,2019-01-14,Monthly,190302756.0,1,126,more than 100 days of delay
43563,CA02,20091104,Quantum Enterprises,2019-08-19,2019.0,197710887.0,2019-08-30,2019-10-04,2019-08-26,2019-07-03,CAD,RV,1.0,84496.9,2019-04-17,1/15 Prox,197710887.0,0,47,45 to 60 days of delay
43567,U001,20087772,BlueWave Enterprises,2019-05-03,2019.0,198192268.0,2020-01-01,2019-06-07,2019-02-26,2019-02-05,USD,RV,1.0,406664.75,2019-04-09,Semi-Annually,198192268.0,0,87,60 to 100 days of delay
43571,U001,20068246,Echelon Industries,2020-01-02,2020.0,199712750.0,2019-04-09,2019-11-25,2020-02-07,2019-12-20,USD,RV,1.0,19621.61,2019-07-13,End of Month,199712750.0,1,13,0 to 15 days of delay
43575,U002,20062259,Titanium Technologies,2019-11-27,2019.0,192325363.0,2020-01-15,2020-02-09,2019-11-10,2019-08-23,USD,RV,1.0,2871.9,2020-01-29,1/15 Prox,192325363.0,1,96,60 to 100 days of delay
43579,U002,20056857,Prime Innovations,2019-10-06,2020.0,198259163.0,2019-04-06,2020-01-20,2019-11-08,2020-04-26,USD,RV,1.0,17285.26,2019-08-16,"2/20, Net 60",198259163.0,1,-203,no delay
43583,U001,20040182,MetroTech Solutions,2020-01-13,2019.0,190914291.0,2019-08-12,2020-05-04,2019-10-14,2019-11-14,CAD,RV,1.0,38517.56,2020-02-22,Cash,190914291.0,1,60,60 to 100 days of delay
43587,U005,20057403,Vertex Solutions Inc.,2019-04-20,2020.0,198672403.0,2019-07-16,2019-09-10,2019-09-08,2019-05-06,CAD,RV,1.0,597660.85,2019-01-21,Due Dates,198672403.0,1,-16,no delay
43591,U007,20033486,ProTech Partners,2019-05-18,2019.0,191651469.0,2019-10-10,2019-01-20,2019-02-01,2019-05-28,USD,RV,1.0,157600.12,2020-03-08,1/15 Prox,191651469.0,1,-10,no delay
43595,U001,20034288,Vanguard Ventures,2019-05-19,2020.0,199016204.0,2019-11-18,2019-02-10,2019-10-02,2020-05-11,CAD,RV,1.0,332856.09,2019-12-27,"2/20, Net 60",199016204.0,0,-358,no delay
43599,CA02,20030994,NextGen Solutions,2019-07-20,2019.0,195502457.0,2019-04-10,2019-02-12,2019-08-31,2019-11-09,CAD,RV,1.0,641308.01,2019-09-13,1/60 EOM,195502457.0,0,-112,no delay
43603,U001,20094077,Ultimate Solutions,2019-02-23,2019.0,193654834.0,2020-04-17,2020-03-21,2020-04-03,2019-01-14,CAD,RV,1.0,4359.82,2019-09-26,Pro-Rata,193654834.0,0,40,30 to 45 days of delay
43607,U002,20005018,NextWave Technologies,2019-08-22,2019.0,194642229.0,2019-04-19,2019-04-03,2019-02-10,2020-04-04,CAD,RV,1.0,692006.01,2019-10-27,Escrow,194642229.0,0,-226,no delay
43611,U007,20024580,Dynamic Industries,2019-05-17,2019.0,194325296.0,2019-04-22,2019-05-14,2020-02-03,2019-05-18,CAD,RV,1.0,2248.72,2020-01-10,Pre-Payment,194325296.0,1,-1,no delay
43615,U007,20003343,Stellar Supplies LLC,2020-01-21,2020.0,194150577.0,2019-07-07,2020-03-07,2019-05-01,2019-09-06,CAD,RV,1.0,425682.5,2019-03-16,1/30 Prox,194150577.0,1,137,more than 100 days of delay
43619,CA02,20068699,Velocity Solutions,2019-06-23,2019.0,193442889.0,2019-05-03,2019-05-14,2019-06-24,2019-05-03,USD,RV,1.0,3403.97,2019-02-21,Annually,193442889.0,0,51,45 to 60 days of delay
43623,U005,20059735,Infinity Holdings,2019-12-12,2019.0,196589900.0,2019-11-29,2019-05-07,2020-05-06,2019-09-19,USD,RV,1.0,3022.94,2019-01-24,"2/10, Net 30",196589900.0,0,84,60 to 100 days of delay
43627,CA02,20088579,Quantum Dynamics,2019-11-24,2020.0,190885818.0,2019-10-19,2019-07-04,2019-12-26,2019-11-05,USD,RV,1.0,49431.46,2020-03-13,Fixed,190885818.0,1,19,15 to 30 days of delay
43631,U001,20019633,Nexus Networks,2019-08-12,2020.0,196877164.0,2020-03-31,2020-05-16,2019-11-06,2020-05-14,CAD,RV,1.0,332650.2,2019-06-19,45 EOM,196877164.0,1,-276,no delay
43635,U005,20077175,Vertex Solutions Inc.,2019-09-13,2020.0,195465632.0,2019-04-10,2020-04-25,2020-05-14,2019-10-07,USD,RV,1.0,6964.94,2019-01-25,Post-Payment,195465632.0,0,-24,no delay
43639,U002,20007079,Advantage Solutions,2019-10-16,2019.0,190727806.0,2020-04-13,2019-05-06,2019-10-21,2019-12-25,CAD,RV,1.0,188281.95,2019-01-31,Due Dates,190727806.0,1,-70,no delay
43643,U013,20041558,Spectrum Technologies,2019-08-16,2020.0,192111616.0,2020-04-09,2020-05-12,2019-01-15,2019-03-25,USD,RV,1.0,81961.77,2019-08-05,Net 45,192111616.0,0,144,more than 100 days of delay
43647,U005,20074236,Enterprise Innovations,2019-07-04,2019.0,190416404.0,2019-12-22,2020-03-29,2020-02-19,2019-08-03,USD,RV,1.0,2093.74,2020-03-14,90 Prox,190416404.0,0,-30,no delay
43651,U001,20040244,Global Nexus,2019-11-12,2020.0,199643432.0,2020-02-18,2019-03-09,2020-05-14,2019-03-31,USD,RV,1.0,535280.68,2019-08-16,Tiered,199643432.0,0,226,more than 100 days of delay
43655,U002,20065778,Crest Business Services,2019-09-10,2020.0,194280298.0,2020-03-22,2019-10-13,2019-04-17,2020-04-24,CAD,RV,1.0,3115.53,2019-11-22,Pre-Payment,194280298.0,0,-227,no delay
43659,U002,20082294,Advantage Solutions,2019-06-12,2020.0,198949978.0,2019-05-01,2020-03-09,2019-03-18,2019-03-13,USD,RV,1.0,854116.87,2019-10-07,End of Month,198949978.0,1,91,60 to 100 days of delay
43663,U005,20005401,NextWave Technologies,2020-01-11,2019.0,197342562.0,2019-01-18,2019-08-06,2019-04-12,2019-12-29,USD,RV,1.0,298160.06,2019-05-12,30 EOM,197342562.0,0,13,0 to 15 days of delay
43667,U013,20085146,Cortex Innovations,2019-08-06,2019.0,194149173.0,2019-12-15,2019-05-18,2020-02-02,2019-07-06,USD,RV,1.0,9984.0,2019-11-13,Maintenance,194149173.0,1,31,30 to 45 days of delay
43671,U001,20043479,Innovatech Solutions,2019-11-28,2020.0,197350385.0,2019-12-22,2019-07-17,2020-02-08,2019-06-04,CAD,RV,1.0,2733.21,2019-04-26,PID,197350385.0,1,177,more than 100 days of delay
43675,U013,20077060,Pinnacle Manufacturing,2020-03-05,2019.0,199344182.0,2019-01-14,2019-10-20,2020-04-04,2019-10-22,CAD,RV,1.0,845515.7,2019-03-20,Post-Payment,199344182.0,1,135,more than 100 days of delay
43679,U001,20018334,Future Commerce Ltd.,2019-11-26,2019.0,199621823.0,2019-04-18,2020-03-14,2019-09-08,2019-08-10,CAD,RV,1.0,8968.86,2019-12-04,Deductible,199621823.0,0,108,more than 100 days of delay
43683,U005,20065816,Velocity Solutions,2019-03-06,2020.0,191168051.0,2019-03-31,2019-12-25,2019-05-17,2019-07-07,CAD,RV,1.0,737269.57,2019-08-23,1/30 Prox,191168051.0,1,-123,no delay
43687,U013,20037612,Prime Innovations,2020-01-29,2020.0,195581086.0,2019-06-09,2019-03-18,2020-04-17,2019-12-17,USD,RV,1.0,4546.86,2019-08-07,Disposable,195581086.0,1,43,30 to 45 days of delay
43691,CA02,20027160,Vertex Solutions Inc.,2019-11-05,2019.0,192280863.0,2019-09-25,2019-04-15,2020-03-02,2019-08-15,CAD,RV,1.0,8588.08,2019-01-30,Net 15,192280863.0,1,82,60 to 100 days of delay
43695,U013,20074907,Quantum Enterprises,2019-07-30,2019.0,191538447.0,2019-08-22,2019-09-10,2020-05-06,2019-10-29,CAD,RV,1.0,1689.33,2020-02-04,45 Prox,191538447.0,1,-91,no delay
43699,U002,20018549,Alliance Enterprises,2019-06-12,2019.0,199087216.0,2019-06-01,2019-03-18,2020-02-02,2020-02-09,USD,RV,1.0,69178.47,2019-08-29,30 EOM,199087216.0,1,-242,no delay
43703,U005,20072518,Summit Technologies,2020-02-11,2019.0,198155208.0,2019-09-09,2019-05-18,2019-09-03,2019-12-07,CAD,RV,1.0,319082.58,2019-09-16,Out-of-Pocket,198155208.0,1,66,60 to 100 days of delay
43707,U001,20009186,Stellar Supplies LLC,2019-06-24,2019.0,192463081.0,2020-01-05,2020-02-08,2020-03-13,2019-03-29,CAD,RV,1.0,896213.09,2020-04-23,Escrow,192463081.0,1,87,60 to 100 days of delay
43711,U002,20015562,Horizon Holdings,2019-10-18,2020.0,193913628.0,2019-05-24,2019-08-05,2019-04-16,2019-07-16,CAD,RV,1.0,5787.24,2019-03-08,Maintenance,193913628.0,1,94,60 to 100 days of delay
43715,U013,20082783,Unified Ventures,2019-03-11,2019.0,198754244.0,2019-11-14,2019-06-11,2019-02-21,2019-01-11,CAD,RV,1.0,4537.93,2019-05-15,Post-Payment,198754244.0,1,59,45 to 60 days of delay
43719,U001,20031131,Horizon Holdings,2019-03-25,2020.0,195081179.0,2019-12-06,2019-10-19,2019-05-12,2019-02-27,USD,RV,1.0,189215.28,2019-08-04,"2/20, Net 60",195081179.0,0,26,15 to 30 days of delay
43723,U002,20097805,Horizon Holdings,2020-02-12,2020.0,190472984.0,2019-02-06,2020-04-27,2019-09-23,2019-10-03,CAD,RV,1.0,3857.11,2019-07-19,Out-of-Pocket,190472984.0,0,132,more than 100 days of delay
43727,U001,20027243,Horizon Holdings,2019-07-06,2019.0,196530730.0,2019-06-26,2020-04-28,2019-05-13,2019-06-02,CAD,RV,1.0,981065.09,2019-08-25,Hybrid,196530730.0,0,34,30 to 45 days of delay
43731,CA02,20046335,Acme Industries,2019-07-11,2020.0,197780257.0,2020-04-10,2019-08-05,2019-10-16,2020-01-17,CAD,RV,1.0,326794.0,2019-04-10,Graduated,197780257.0,0,-190,no delay
43735,U002,20047734,Quantum Enterprises,2019-10-10,2019.0,199034454.0,2019-06-22,2019-04-11,2019-02-10,2020-05-05,CAD,RV,1.0,5747.58,2019-02-07,1/90 EOM,199034454.0,0,-208,no delay
43739,U013,20033112,Optimum Tech Partners,2019-08-20,2020.0,196519350.0,2019-03-15,2019-08-16,2020-05-16,2019-04-15,CAD,RV,1.0,3608.68,2020-01-03,1/60 Prox,196519350.0,1,127,more than 100 days of delay
43743,U013,20047525,Alliance Enterprises,2019-12-13,2020.0,190762309.0,2020-03-09,2019-09-02,2020-03-08,2020-05-12,USD,RV,1.0,3117.35,2019-02-08,Maintenance,190762309.0,0,-151,no delay
43747,U002,20067904,Fortune Solutions,2019-03-15,2020.0,196648548.0,2019-05-20,2019-09-08,2019-05-03,2019-04-20,CAD,RV,1.0,954862.34,2019-04-23,Yearly,196648548.0,0,-36,no delay
43751,U002,20016006,Apex Enterprises,2019-06-15,2019.0,198065378.0,2019-04-24,2020-03-30,2019-12-24,2020-02-27,USD,RV,1.0,560014.7,2020-05-18,In Advance,198065378.0,1,-257,no delay
43755,U007,20009671,BlueWave Enterprises,2020-07-24,2019.0,197496990.0,2019-07-25,2019-09-04,2019-10-23,2019-12-24,USD,RV,1.0,5427.17,2019-06-18,Royalty,197496990.0,0,213,more than 100 days of delay
43759,U007,20084487,Titanium Technologies,2019-02-24,2019.0,191423489.0,2019-02-21,2019-09-04,2019-09-18,2019-04-24,CAD,RV,1.0,75478.55,2019-07-16,Pre-Payment,191423489.0,0,-59,no delay
43763,U002,20095278,Ascend Industries,2019-07-15,2019.0,198295506.0,2020-03-25,2019-06-08,2019-09-17,2019-04-19,CAD,RV,1.0,6674.17,2020-01-01,Lump Sum,198295506.0,0,87,60 to 100 days of delay
43767,U007,20017829,Prime Innovations,2019-05-03,2020.0,198796867.0,2019-01-25,2019-05-07,2019-06-16,2020-04-06,USD,RV,1.0,15611.69,2019-01-29,Net 15,198796867.0,1,-339,no delay
43771,CA02,20008152,Advanced Enterprises,2019-03-07,2019.0,191838817.0,2019-02-08,2019-10-09,2019-08-31,2019-03-04,USD,RV,1.0,114978.2,2019-11-23,Out-of-Pocket,191838817.0,1,3,0 to 15 days of delay
43775,U013,20023381,Summit Technologies,2020-04-12,2020.0,197967964.0,2019-05-13,2019-08-22,2019-09-15,2019-12-15,CAD,RV,1.0,4026.12,2019-02-27,Royalty,197967964.0,0,119,more than 100 days of delay
43779,U007,20021119,Echelon Industries,2019-11-22,2020.0,195802013.0,2019-12-18,2019-12-30,2019-11-16,2019-10-13,CAD,RV,1.0,3442.02,2019-06-24,Royalty,195802013.0,1,40,30 to 45 days of delay
43783,U002,20092071,BlueWave Enterprises,2019-06-03,2020.0,198872101.0,2019-03-18,2019-11-25,2019-04-19,2020-01-10,USD,RV,1.0,3082.08,2019-08-24,1/30 EOM,198872101.0,1,-221,no delay
43787,CA02,20052822,Echelon Industries,2019-09-16,2019.0,196465505.0,2019-12-04,2020-03-09,2020-04-23,2020-01-21,CAD,RV,1.0,142942.32,2019-04-02,Disposable,196465505.0,1,-127,no delay
43791,U001,20082341,Elite Systems Group,2020-02-28,2020.0,199488008.0,2019-01-20,2019-10-17,2019-02-06,2019-12-30,USD,RV,1.0,8977.11,2019-09-22,45 EOM,199488008.0,1,60,60 to 100 days of delay
43795,U002,20005965,Synergy Innovations,2019-11-13,2020.0,193995679.0,2019-07-13,2019-10-15,2019-10-26,2019-10-14,USD,RV,1.0,832460.99,2019-02-23,Monthly,193995679.0,0,30,30 to 45 days of delay
43799,U013,20029279,Pioneer Industries,2019-03-21,2019.0,193953046.0,2019-12-16,2019-06-30,2019-06-02,2019-06-10,CAD,RV,1.0,435534.84,2019-11-19,Daily,193953046.0,0,-81,no delay
43803,U007,20055526,Dynamic Industries,2019-11-30,2019.0,193332051.0,2020-01-29,2019-07-27,2019-08-09,2020-03-08,USD,RV,1.0,15675.07,2020-05-10,1/10 EOM,193332051.0,0,-99,no delay
43807,U005,20089046,Vertex Solutions Inc.,2020-02-12,2019.0,193236832.0,2019-12-31,2019-05-26,2019-06-02,2019-08-11,CAD,RV,1.0,1928.33,2020-02-17,EOM,193236832.0,1,185,more than 100 days of delay
43811,U013,20057585,MetroTech Solutions,2019-12-04,2019.0,197199022.0,2020-03-23,2019-11-11,2019-02-25,2019-11-20,CAD,RV,1.0,3369.38,2019-11-12,Net 7,197199022.0,0,14,0 to 15 days of delay
43815,U013,20037049,InnovaTech Group,2019-12-12,2020.0,190473521.0,2019-03-30,2019-01-22,2020-04-14,2020-03-24,USD,RV,1.0,34266.08,2019-03-23,1/10 Prox,190473521.0,1,-103,no delay
43819,U007,20089263,Alliance Enterprises,2019-03-26,2020.0,196031549.0,2019-05-03,2019-04-07,2020-02-08,2019-03-08,USD,RV,1.0,85917.67,2019-07-17,Semi-Annually,196031549.0,0,18,15 to 30 days of delay
43823,U001,20071869,Global Ventures,2019-02-21,2019.0,197332530.0,2020-02-12,2019-03-12,2019-01-24,2019-01-16,USD,RV,1.0,48810.52,2019-05-11,90 EOM,197332530.0,1,36,30 to 45 days of delay
43827,U005,20059410,Ultimate Solutions,2019-07-17,2019.0,198635896.0,2019-07-21,2019-09-23,2019-01-19,2019-03-31,USD,RV,1.0,2457.12,2019-02-23,Hybrid,198635896.0,0,108,more than 100 days of delay
43831,U005,20007140,Peak Technologies,2019-08-31,2020.0,192899015.0,2020-05-14,2019-08-31,2019-11-13,2020-02-10,USD,RV,1.0,840026.31,2019-04-29,Tiered,192899015.0,0,-163,no delay
43835,U013,20044770,Crest Business Services,2019-10-14,2019.0,196648347.0,2020-03-22,2019-08-02,2020-05-09,2019-11-25,USD,RV,1.0,568849.93,2019-09-10,Escrow,196648347.0,1,-42,no delay
